Brand,Material,Size,Compartments,Laptop Compartment,Waterproof,Style,Color,Weight Capacity (kg),Price
Jansport,Polyester,Medium,10.0,Yes,No,Messenger,Blue,23.252947819812324,54.45519919330639
Jansport,Canvas,,4.0,Yes,Yes,Messenger,Green,25.29159962625084,80.68496086151376
Nike,Nylon,Medium,7.0,No,Yes,Backpack,Black,,116.62251403205497
Jansport,Canvas,Small,10.0,Yes,Yes,Tote,Green,27.224058336979404,23.554444121425515
Puma,Leather,Medium,2.0,Yes,Yes,Tote,Red,18.351677540668007,70.9918535071276
Nike,Polyester,Medium,4.0,No,Yes,Backpack,,25.43812376370292,83.395360190947
Jansport,Nylon,Medium,2.0,Yes,Yes,Messenger,Gray,9.268906926456992,125.95893547892256
Under Armour,Canvas,Small,7.0,No,No,Tote,Red,12.443148898648346,105.68458788217151
Under Armour,Polyester,Small,3.0,No,Yes,,Pink,6.307592477779038,33.69050464939251
Nike,Leather,Large,10.0,No,Yes,Messenger,,25.529147615168228,84.5903758290487
Adidas,Canvas,Medium,4.0,Yes,Yes,Backpack,Gray,20.571921663546277,
Under Armour,Leather,Medium,5.0,No,Yes,Backpack,Gray,16.402836574919874,17.189084761254314
Under Armour,Nylon,Medium,,No,Yes,Messenger,Pink,30.0,131.38181030165148
Under Armour,Canvas,Small,10.0,No,No,Messenger,Blue,25.02648777660862,30.782121699415548
,Nylon,,,Yes,Yes,Tote,Blue,30.0,19.640175946468396
Under Armour,Canvas,Large,6.0,No,Yes,Tote,Blue,15.503610736469724,67.83975309977829
Jansport,Canvas,Large,9.0,Yes,No,Messenger,Pink,20.39588168631883,139.69026317660283
Adidas,Canvas,Medium,7.0,Yes,No,Tote,,7.095977622240568,131.51923380877992
Jansport,Leather,Large,2.0,No,No,Backpack,Red,17.649039800924495,27.9306859989126
Adidas,Leather,Large,8.0,No,Yes,Backpack,Blue,22.703854530535512,73.93975679392102
Nike,Leather,Large,9.0,Yes,Yes,Tote,Green,16.806921680214977,54.6164275105614
Puma,Canvas,Medium,10.0,Yes,No,Messenger,Gray,14.953151239636616,139.54635833068744
Adidas,Canvas,Large,10.0,Yes,No,Backpack,Green,5.0,147.86028340936568
Under Armour,Leather,Medium,4.0,No,Yes,Tote,Black,24.46502521460215,130.40767045049682
Jansport,Nylon,Medium,4.0,No,No,Tote,Red,26.629252447969492,122.60728476406024
Adidas,Nylon,Medium,7.0,Yes,No,,Green,17.985681688806864,103.90850238820052
Puma,Canvas,Large,5.0,Yes,Yes,Tote,Green,21.083759236129698,120.99840294314784
Jansport,Polyester,Small,2.0,Yes,No,Tote,Pink,11.251144231326156,16.89518732885489
Adidas,Nylon,Large,10.0,Yes,Yes,Backpack,Black,7.087203126700484,80.89846181228786
Puma,Polyester,Small,10.0,Yes,Yes,Tote,Gray,25.03956584828773,92.60608084031864
Jansport,Leather,Large,6.0,Yes,No,Tote,Black,19.725461315175924,116.72272181669652
Under Armour,Polyester,Small,7.0,Yes,No,Tote,Green,,50.13660473681833
Nike,Polyester,Small,7.0,No,No,Backpack,Green,20.564114232155998,77.3247040172075
Nike,Polyester,Large,9.0,Yes,Yes,,Blue,,22.458428580175053
Jansport,Nylon,Small,10.0,Yes,No,Backpack,Green,28.89722363933973,41.83375639631195
Under Armour,Nylon,Small,7.0,No,Yes,Messenger,Gray,15.564446959591235,31.266125548182966
Nike,Nylon,Medium,5.0,,No,Backpack,Red,29.33099886349117,42.22893832059061
Jansport,Nylon,,5.0,No,No,Tote,Gray,,79.80938296748118
Nike,Leather,Medium,5.0,No,No,Tote,Green,6.426780710513601,76.63671570608433
Jansport,Nylon,Large,10.0,No,No,Tote,Green,9.470367612688769,34.32443057698538
Puma,Polyester,Medium,3.0,No,Yes,Tote,Pink,29.875239917620988,34.87877381908989
Under Armour,Nylon,Small,9.0,No,,Tote,Blue,29.49367062611948,44.9217330944226
Adidas,Polyester,Medium,2.0,,,Messenger,Black,20.654981673897943,80.82794484603167
Under Armour,Nylon,Large,10.0,Yes,No,Messenger,Pink,10.61828884305478,90.22968752436203
Puma,,Small,3.0,No,No,Messenger,Black,8.628064034894601,51.51146089135741
Jansport,Nylon,Large,5.0,Yes,No,Backpack,Green,19.42077449906057,102.6186946218693
Nike,Nylon,Medium,4.0,No,No,Tote,Red,14.131496829262517,145.17166955210337
Nike,Polyester,Medium,6.0,Yes,Yes,Messenger,Green,10.61960641702598,130.58494564966932
Puma,Leather,Large,5.0,Yes,No,Backpack,Blue,5.71873213212796,92.62425320369924
Puma,,Medium,8.0,No,Yes,Backpack,Green,26.245179847034287,
Adidas,Leather,Large,6.0,Yes,No,Tote,Red,22.639272989168823,148.60552342445663
Under Armour,Nylon,Large,7.0,Yes,No,Tote,Pink,7.133599569521225,117.21887427146147
Under Armour,Polyester,Large,6.0,Yes,No,Backpack,Red,,150.0
Under Armour,Leather,Large,9.0,Yes,No,Backpack,Gray,10.529580072142096,
Under Armour,Nylon,Large,8.0,No,,Tote,Pink,23.894069284579544,93.02609645323643
Nike,Canvas,Small,3.0,Yes,Yes,Tote,Pink,5.0,134.13528748157682
Jansport,Nylon,Large,8.0,Yes,No,Backpack,Pink,26.40028652825045,
Jansport,Leather,Large,2.0,Yes,No,Messenger,Gray,21.532492075299828,39.31715556139756
,Leather,Small,,No,No,Tote,Gray,5.0,69.29588869729447
Adidas,Canvas,Small,2.0,No,No,Tote,Pink,11.103388888269198,149.40159528739272
Adidas,Nylon,,6.0,No,No,Messenger,Black,15.772141447508758,57.563905012698086
Puma,Nylon,Small,3.0,No,No,Messenger,Blue,12.17348291826802,150.0
Puma,,,1.0,Yes,Yes,Backpack,Blue,18.650688181979245,98.90890553127154
Under Armour,Nylon,Small,7.0,No,Yes,Backpack,Red,23.72967862558881,115.04762767494918
Jansport,Nylon,Large,2.0,No,No,,Blue,30.0,47.48925714264814
Puma,Nylon,Small,10.0,Yes,No,Messenger,Gray,11.548561862931413,69.13334150571738
Puma,Polyester,Large,7.0,No,Yes,Tote,Pink,29.06105269358333,126.64268369509357
Puma,Polyester,Large,5.0,Yes,Yes,Backpack,Pink,26.53867793249294,44.06186392751346
Adidas,Polyester,Large,9.0,Yes,Yes,Messenger,Red,18.641922626018065,142.85786752979325
Under Armour,Polyester,Small,7.0,No,No,Backpack,Pink,,88.78390961618037
Nike,Leather,Large,10.0,Yes,No,Tote,Green,21.065979194026934,43.06900701779631
Nike,Canvas,Small,2.0,Yes,Yes,Backpack,Black,10.02590346226561,21.72067960291209
Adidas,Leather,Large,10.0,No,Yes,Tote,Blue,6.3764737391320025,66.43215288708919
Jansport,Canvas,Medium,1.0,Yes,No,Tote,Green,18.71082219481002,45.56595021624601
Puma,Polyester,Medium,,Yes,Yes,Tote,Green,18.45799116636925,55.22289399909787
Jansport,Canvas,Small,1.0,No,No,Tote,,17.98088043050314,137.01662686829007
Under Armour,Polyester,Small,5.0,No,No,Messenger,Pink,11.05268800373047,45.78110208738327
Jansport,Polyester,Medium,4.0,Yes,No,,Red,5.0,117.74122085395528
Jansport,Canvas,Large,,Yes,No,Backpack,Green,27.38675496625993,93.31372104796073
Under Armour,Polyester,Large,3.0,Yes,Yes,Backpack,Pink,5.406104811037345,53.76831228371014
Jansport,Canvas,Large,2.0,Yes,No,Backpack,Black,23.64209475705308,103.0653941540271
Jansport,Leather,Medium,7.0,No,,Messenger,Green,22.89880858620618,27.639120575472557
Adidas,Leather,Medium,3.0,No,,Backpack,Red,18.49494067406877,106.01850779391611
Jansport,Leather,Medium,2.0,,Yes,Messenger,Gray,8.948575921527429,104.88089354412652
Adidas,,Large,10.0,No,Yes,Backpack,,,132.2669507003738
Puma,Nylon,Medium,1.0,No,,Tote,Red,16.251215937169704,114.47413910374198
Nike,Nylon,Medium,10.0,No,Yes,Backpack,Green,19.633340076794315,42.05294102037743
Adidas,,Medium,1.0,No,Yes,Tote,Pink,24.06913299145669,67.0823894365428
Puma,Leather,Large,6.0,Yes,No,Tote,Blue,29.23988675054817,40.78458494702463
Puma,Nylon,Medium,5.0,Yes,No,Tote,Pink,8.004714981961444,113.71812472245466
Puma,Polyester,Small,1.0,No,No,Tote,,14.636713497873792,35.69462194332528
Under Armour,Polyester,Medium,1.0,No,No,Messenger,Black,13.767098801536,127.80169483126312
Jansport,Nylon,Large,10.0,No,No,Tote,Black,6.371587100872318,
Adidas,Nylon,Large,7.0,No,No,Backpack,Pink,20.480522535418917,149.79804009033816
Nike,Leather,Small,,No,No,Backpack,Pink,11.994498492363842,113.99053294335842
Nike,Canvas,Large,1.0,No,No,Tote,Pink,7.678291084485538,36.09930821446456
Puma,Nylon,Small,1.0,Yes,No,Tote,Pink,6.3374887657845,88.03498076526932
Under Armour,Leather,Medium,3.0,Yes,Yes,Tote,Blue,,48.72213915066512
Adidas,Polyester,Large,8.0,No,No,Messenger,Black,,18.596591468673115
Jansport,Polyester,Large,8.0,Yes,Yes,Messenger,,21.584500773333524,74.23918572881922
Nike,Leather,Large,1.0,Yes,No,,Pink,22.0568026878221,27.65789625490613
Under Armour,Canvas,Large,2.0,Yes,Yes,Messenger,Gray,10.367208754201728,49.84565682389984
Adidas,Nylon,Medium,2.0,No,Yes,Messenger,Red,9.218782504789631,76.89847680022139
Nike,Canvas,Medium,6.0,Yes,No,Tote,Green,12.0181961121284,150.0
,Polyester,Small,,Yes,No,Messenger,Gray,26.958823547346675,22.320145154927665
Puma,Leather,Small,6.0,No,No,Backpack,Black,,32.86468790275164
Puma,Polyester,Small,8.0,Yes,Yes,Messenger,Black,21.00616716748596,115.25801438283352
Under Armour,Canvas,Small,5.0,No,Yes,Messenger,Green,5.671891163378261,115.58688577216608
Under Armour,,Medium,9.0,Yes,No,Tote,Black,6.714382174814999,142.45603988592316
Puma,Canvas,Large,7.0,No,No,Backpack,Green,6.932759226949729,27.204518402153173
Nike,Polyester,Large,10.0,Yes,Yes,Messenger,Red,24.384803608354343,90.13760404359404
Jansport,,Small,5.0,No,No,Tote,,14.156862344219832,105.04632151486646
Adidas,Leather,Medium,5.0,Yes,Yes,Backpack,Green,30.0,111.25149413613109
Nike,Nylon,Large,6.0,Yes,No,Messenger,Gray,16.756971995987556,24.00111222629049
Adidas,Leather,Medium,10.0,No,No,Backpack,Black,10.354940361994238,131.04581950870588
Adidas,Nylon,Large,9.0,No,No,Backpack,Gray,7.977232893721732,133.51784018162263
Adidas,Leather,Large,5.0,No,Yes,Backpack,Pink,7.154190681354283,
Under Armour,Leather,Small,9.0,Yes,Yes,Messenger,Green,23.52888995910138,119.15552682834368
Under Armour,Leather,Small,7.0,Yes,No,Backpack,Gray,23.020164584513363,131.6317318744847
,Canvas,Large,4.0,No,No,Tote,Gray,27.95852660924912,26.198091827344616
Jansport,Nylon,Large,7.0,Yes,No,Backpack,Green,27.426828760178893,29.751175053768232
Nike,Canvas,Medium,8.0,Yes,Yes,Backpack,Green,24.47965043976209,102.55403454087102
Under Armour,Canvas,Medium,5.0,Yes,No,Messenger,Green,21.351896086119908,115.79739316128244
Under Armour,Leather,,6.0,No,No,Backpack,Black,25.74288219057447,40.03661061132236
Adidas,Canvas,Medium,8.0,No,Yes,Tote,Green,10.39280575232922,70.5639071071799
Under Armour,Polyester,Large,7.0,No,Yes,Messenger,Pink,12.933567234064034,34.52582110200982
Adidas,Polyester,Small,,Yes,Yes,Messenger,Blue,,103.20763845501192
Adidas,Nylon,Medium,3.0,No,No,Messenger,Blue,19.014986456457045,131.66603981385396
Adidas,Nylon,Medium,4.0,No,No,Tote,Red,19.83293446181785,93.50769312056704
Puma,Nylon,Small,10.0,No,No,,Gray,9.14349500861128,72.88516620941363
Puma,Nylon,Small,1.0,Yes,No,Messenger,Pink,28.82213364098636,80.39030024615367
Under Armour,Leather,Large,7.0,No,Yes,Tote,Green,11.674820311257708,54.47733794925311
Nike,Leather,Large,2.0,Yes,No,Messenger,Gray,25.937105506232346,114.6006417136021
Nike,Leather,Small,4.0,No,Yes,Messenger,Blue,18.242676182243407,62.19776958664108
Adidas,Leather,Large,7.0,Yes,No,Messenger,Red,7.791794552890067,100.38562473372376
Adidas,Polyester,Large,3.0,Yes,Yes,Tote,Black,30.0,125.41610953130802
Adidas,Leather,Large,2.0,No,Yes,Messenger,Green,25.110222560383747,138.60050543933
Under Armour,Polyester,,3.0,No,No,Backpack,Pink,8.102879751546862,59.517599396149485
Nike,Canvas,Large,10.0,Yes,Yes,Messenger,Gray,29.91502616582505,34.118957791114674
Under Armour,Nylon,Large,4.0,No,Yes,Backpack,Green,13.77856983988188,16.066044218220078
Under Armour,,Large,6.0,Yes,Yes,Tote,Pink,19.777006314767696,96.41945973686988
,Canvas,,3.0,Yes,,Messenger,Blue,6.239813489402721,34.93629786769358
Adidas,Leather,Small,,No,No,Tote,Gray,18.33226915161798,112.08930626410526
Jansport,Canvas,Medium,10.0,No,No,Backpack,,5.0,40.25210235296237
Puma,Canvas,,3.0,No,No,Tote,Blue,25.29015325810601,130.99877593364465
Puma,Nylon,Large,1.0,Yes,No,Backpack,Black,18.24455013835396,86.1789072225936
Jansport,Nylon,Large,2.0,Yes,No,Backpack,Pink,14.108435006308756,48.2217974461532
Nike,Polyester,Small,3.0,No,No,Messenger,Gray,15.906916297336943,133.5476569168993
Adidas,,Small,4.0,No,No,Tote,,11.506367533231026,67.4107030216761
Adidas,Leather,Medium,8.0,Yes,,Backpack,Gray,23.67323971433548,115.87740014550774
Nike,Nylon,Medium,7.0,Yes,,Messenger,Gray,28.17450098812739,66.70852505373527
Jansport,Leather,Medium,9.0,Yes,Yes,Tote,Gray,28.913174662417525,95.61642069476018
Nike,Polyester,Small,10.0,Yes,Yes,Tote,Gray,22.31419198513696,117.3758741004618
Puma,Canvas,Large,3.0,Yes,,Tote,Green,5.030714986300475,112.31268607712576
Under Armour,Leather,,9.0,Yes,Yes,Tote,Pink,21.496274238576188,29.88387062302124
Nike,Canvas,Medium,10.0,Yes,Yes,Tote,Green,15.4239318602594,27.80992930687501
Under Armour,Polyester,Medium,9.0,No,Yes,Tote,Blue,8.168301347783348,58.132969984508286
Under Armour,Nylon,Medium,10.0,Yes,No,Backpack,Gray,25.56263579794008,86.87909733822602
Puma,Polyester,Small,7.0,Yes,No,Backpack,Black,28.14708820003064,35.017805880935136
Nike,Polyester,Small,5.0,No,No,Backpack,Blue,16.570427175029188,92.92016275314896
Nike,Polyester,,6.0,No,No,Messenger,Gray,30.0,60.77679340038584
Nike,Polyester,Medium,6.0,No,No,Messenger,Black,25.58319567506116,125.88261203575787
Adidas,Canvas,Large,,No,Yes,Messenger,Black,18.188357128064418,92.83576809466506
Adidas,Nylon,Large,1.0,No,Yes,Tote,Black,5.0,16.281001409305507
Jansport,Nylon,Medium,3.0,,Yes,Tote,Blue,29.135790200810018,48.93361974208235
Nike,Canvas,Medium,2.0,No,No,Backpack,Green,16.335938543270988,40.9438975137861
Adidas,Nylon,Small,4.0,No,No,Messenger,Blue,20.640720365219117,116.4745190064426
Nike,Nylon,Small,2.0,No,,,Gray,17.159821555059448,115.71971026898947
Adidas,Polyester,Large,10.0,Yes,Yes,Backpack,Red,8.970742618911325,81.0669799688674
Jansport,Nylon,Large,1.0,No,No,Backpack,Red,21.982291629027458,34.754399737845105
Under Armour,Leather,Small,3.0,Yes,Yes,Messenger,,13.949384937500785,102.4409212102758
Nike,Nylon,Large,7.0,Yes,Yes,Messenger,Green,30.0,133.43905815244062
Jansport,Polyester,Small,2.0,No,,Backpack,Red,17.776720189494544,118.82919220388612
Adidas,Leather,Small,5.0,Yes,Yes,Messenger,Black,8.617863346066075,39.42772511066624
Jansport,Polyester,Medium,1.0,,No,Tote,Green,23.05971258326732,93.81200920784072
Under Armour,Leather,Small,6.0,No,Yes,Backpack,Blue,21.466352728632824,47.015963137691415
Under Armour,Canvas,Large,2.0,Yes,No,Tote,Red,,121.95210248526196
Nike,Canvas,Large,5.0,No,No,Backpack,,19.97162787211889,51.44461924281927
Adidas,Canvas,Small,5.0,No,No,Messenger,Gray,25.625887365136432,33.508595145805806
,Canvas,Large,2.0,,No,Messenger,Black,30.0,22.294004517566623
Jansport,Nylon,Medium,2.0,No,No,Tote,Green,21.956632696675232,35.25050806634711
,Leather,Medium,1.0,No,,Tote,Red,15.347949998636604,18.59034789706304
Adidas,Nylon,Large,8.0,Yes,No,Backpack,Green,27.400048538838625,63.75411033404675
Under Armour,,Large,8.0,Yes,,Messenger,Red,12.418603389620785,66.83754321141701
Jansport,Canvas,Large,1.0,,Yes,Messenger,Red,14.709486560901802,59.53666075339369
Jansport,Canvas,Small,8.0,Yes,No,Messenger,Green,20.640696832807738,22.6216307958682
Jansport,Leather,Small,7.0,Yes,No,Backpack,Gray,28.69159186370094,138.4313307087795
Adidas,Canvas,Small,9.0,Yes,No,Backpack,Red,11.365158832978116,132.96255902376427
Jansport,Canvas,Small,,,Yes,Backpack,Black,27.95407182484557,47.30558168105481
Adidas,Leather,Large,5.0,Yes,Yes,Backpack,,25.59226184039069,30.09428081872648
Under Armour,Nylon,Large,1.0,No,Yes,Messenger,Blue,6.168465215209216,125.41277876922976
Puma,Nylon,Medium,8.0,Yes,Yes,Messenger,Pink,12.3703377761905,31.965906194383454
Under Armour,Leather,Small,4.0,No,No,Tote,Pink,8.984264336201353,33.402038479567594
Nike,Polyester,Medium,7.0,No,Yes,Tote,Pink,19.05871348409286,81.36988344233905
Jansport,Polyester,Medium,3.0,Yes,No,Tote,Red,10.112843511303495,55.77580071717869
Under Armour,Polyester,Large,8.0,No,No,Backpack,,5.0,73.70827744168322
Adidas,Leather,Large,7.0,,Yes,Messenger,Green,28.53983416095024,
Puma,Nylon,Medium,4.0,Yes,Yes,Backpack,Pink,23.38560195040445,34.723663563013915
Adidas,Polyester,Medium,9.0,Yes,No,Tote,Pink,28.495102638082,26.044027194611267
Puma,,Large,6.0,No,,Tote,Black,10.421848945239898,100.4143769229881
Jansport,Leather,Medium,3.0,No,Yes,Backpack,Pink,27.58958631988769,15.554194901011115
,Polyester,Large,,Yes,Yes,Tote,Red,27.617599086988644,96.8400629631914
Puma,Canvas,,8.0,Yes,Yes,Tote,Green,20.841628832212702,38.93607428428166
Jansport,Leather,Large,6.0,No,No,Tote,Blue,12.002714222402505,
Nike,Canvas,Large,2.0,Yes,Yes,Tote,Green,9.557761115973284,124.80340765904889
,Leather,Small,,No,No,Backpack,Red,23.374075324998845,71.71602039864719
Under Armour,Nylon,Large,1.0,No,Yes,Tote,Black,16.560152194481716,28.8794446287374
Adidas,Leather,Small,8.0,No,Yes,Tote,Red,18.88404835163352,133.10580263015063
Puma,Polyester,,10.0,No,No,Tote,,25.19001304978283,131.05068399670526
Puma,Canvas,Large,4.0,Yes,No,Messenger,Pink,9.557224075139208,
Nike,Leather,Medium,1.0,No,No,Backpack,Red,6.775710762744058,68.414480784875
Under Armour,Canvas,Large,7.0,,Yes,Messenger,,28.128558901440517,
Puma,Polyester,,3.0,Yes,Yes,Backpack,Red,26.75623468501192,107.10442056267766
Puma,Nylon,Large,2.0,No,No,Messenger,Pink,9.219956527183037,62.966492470210056
Nike,Nylon,Small,7.0,No,No,Messenger,Pink,20.63952733447594,103.05237797412168
Jansport,Canvas,Small,7.0,No,Yes,Messenger,Blue,5.0,57.30732073776597
Under Armour,Nylon,Small,8.0,,Yes,Tote,Red,16.482989471725986,
Adidas,Nylon,Small,3.0,No,No,Messenger,Gray,11.233895717459582,58.25432328575323
Puma,Leather,,10.0,Yes,No,Tote,Red,24.780844022893813,81.85741151137175
Jansport,Polyester,Medium,7.0,,No,Backpack,Pink,9.381296520849826,47.65007056004343
Puma,Nylon,,1.0,Yes,Yes,Tote,Red,28.829388590568342,150.0
Adidas,Polyester,Large,8.0,No,Yes,Tote,,30.0,108.95527050016862
Jansport,Leather,Small,5.0,Yes,No,Backpack,Pink,26.862565450798755,25.63842904242835
Adidas,Leather,Large,5.0,Yes,Yes,,Blue,11.24055409509596,132.15644457134755
,Nylon,Large,7.0,No,No,Tote,Blue,11.658843793301571,21.227423001577197
Under Armour,Nylon,Large,3.0,Yes,Yes,Backpack,Red,27.210398511749908,122.2422309791256
Puma,Nylon,Small,10.0,,Yes,Messenger,Red,25.275864237722885,19.107718968601024
Jansport,Leather,Small,7.0,No,Yes,Backpack,Pink,19.20148649102648,36.33819991243983
Puma,Canvas,Small,2.0,No,No,Messenger,,10.713125333886788,87.97895167518851
Nike,Leather,Small,9.0,Yes,Yes,Messenger,Red,26.4671131237217,92.63981108117272
Adidas,Nylon,Medium,8.0,No,No,Backpack,Pink,12.120344361910202,93.50951276278391
Nike,Leather,Small,4.0,Yes,,Backpack,Blue,16.988729141878167,80.31020790966028
Jansport,,Medium,9.0,Yes,Yes,Messenger,Pink,30.0,17.211149597789664
Under Armour,Polyester,Medium,7.0,Yes,Yes,Backpack,Gray,30.0,42.96953960932817
Puma,Polyester,Small,5.0,Yes,Yes,Messenger,Blue,18.696926572756794,72.44140690487659
Nike,Nylon,Small,4.0,Yes,No,Messenger,Pink,24.01369267499225,112.88612036835625
Puma,Nylon,Medium,9.0,No,Yes,Tote,Green,10.0393772701478,79.83669936696734
Nike,Canvas,Large,3.0,Yes,Yes,Tote,Red,22.834381839414377,111.38272397719844
Nike,Canvas,,,No,No,Tote,Gray,17.94855410380189,146.7815425003753
Under Armour,Nylon,Small,,Yes,Yes,Backpack,,16.268975956906832,43.579894512909306
Nike,Canvas,Large,,No,No,Messenger,Green,15.687650298417967,96.4593763992538
Under Armour,Leather,Small,6.0,No,No,Backpack,Gray,24.755759033548976,62.65763572067271
Nike,Canvas,Small,7.0,Yes,No,Tote,Pink,5.0,136.24569799022305
Jansport,,Medium,1.0,No,No,Backpack,Black,5.112176516681155,18.94491054086058
Nike,Polyester,Small,5.0,Yes,No,Tote,Pink,5.958385583617981,46.49966780664421
Nike,Nylon,Small,8.0,Yes,No,Backpack,Pink,12.807982210511453,107.05929371368543
Nike,Canvas,Large,3.0,No,No,Tote,Blue,13.181383361354632,19.728499350990003
Adidas,,Medium,7.0,No,No,Tote,Blue,21.2524407577154,34.95761747192466
Jansport,Nylon,Medium,8.0,No,No,Tote,Gray,19.011358530334142,48.95133176753495
,Canvas,Large,6.0,Yes,No,Backpack,,,118.76487554145854
Under Armour,Leather,Small,4.0,No,No,Tote,Blue,22.439743094566687,18.933889486155326
Jansport,Leather,Medium,2.0,Yes,Yes,Backpack,Black,20.90452213074761,80.98398403872945
Under Armour,Polyester,Small,1.0,Yes,Yes,Messenger,Red,19.74987640570492,41.90158129283391
Adidas,Polyester,Medium,3.0,,No,Messenger,Red,21.927657494192275,102.02527848074185
Jansport,Leather,Small,8.0,No,Yes,Tote,Green,6.125302433578828,135.56611843264997
Puma,Nylon,Large,8.0,No,Yes,Backpack,Gray,25.293447974705835,45.61015033796574
Nike,Canvas,Medium,10.0,No,Yes,Backpack,Green,30.0,135.89770650524414
Puma,Polyester,Small,10.0,Yes,Yes,Messenger,Red,13.021827327795773,115.45690585920606
Puma,Nylon,Small,7.0,No,No,,Red,9.461073783893344,26.526855637665776
Jansport,Leather,Medium,10.0,No,No,Messenger,Green,6.109760167090418,44.43468665855748
Nike,Canvas,Medium,4.0,No,Yes,Messenger,Blue,11.529748858215886,108.98332501936824
Nike,,Large,5.0,Yes,Yes,Messenger,Blue,12.296806153183686,107.40354523689987
Puma,Nylon,Medium,7.0,,Yes,Backpack,Green,13.427978198280544,117.2266524609786
Nike,Leather,Medium,7.0,,No,Tote,Pink,24.179213724889976,103.91052139007893
Under Armour,Nylon,Small,2.0,Yes,Yes,Tote,Gray,8.96834526735902,146.60526830226257
Jansport,,Medium,6.0,Yes,No,Tote,Black,12.999674202446457,40.76759881984299
Jansport,Canvas,Small,5.0,No,No,Messenger,,19.62903185628333,104.48708696517856
Nike,Leather,Medium,5.0,No,Yes,Backpack,Red,23.260420837883537,39.75267605724009
Puma,Leather,Large,,No,No,Messenger,Pink,29.12681561714128,15.0
Under Armour,Nylon,Small,6.0,No,No,Tote,Red,26.337264451949235,122.18230097425806
Under Armour,Nylon,Medium,5.0,Yes,No,Backpack,Red,,125.6028971091215
Adidas,Nylon,Large,8.0,No,No,Messenger,Gray,12.308513446092494,124.650257834862
Jansport,Polyester,Large,10.0,Yes,No,Tote,Black,28.037762439007057,87.93911298798317
,Nylon,Small,7.0,,No,Backpack,Pink,23.807270107175786,28.595515272399084
Puma,Canvas,Large,7.0,Yes,No,Tote,Black,7.027232228237436,85.59022244892881
,Polyester,Large,7.0,Yes,Yes,Messenger,Black,27.987505074168837,38.49369227890941
Adidas,Leather,Medium,7.0,,No,Backpack,Blue,14.773986340856784,61.84075615099125
Nike,Leather,,1.0,Yes,Yes,Messenger,Blue,25.11833343302053,71.15014270749845
Jansport,,Large,5.0,Yes,No,Messenger,Green,,79.42661687678938
Under Armour,Polyester,Medium,5.0,No,No,Tote,Black,5.124248793981666,26.240345207384262
Puma,,Medium,4.0,No,Yes,,Blue,5.914872329762442,57.34732628958584
Under Armour,Nylon,Medium,10.0,Yes,No,Tote,Green,12.983192196906623,57.41292402455321
Under Armour,Polyester,Large,5.0,No,No,Backpack,Pink,19.10777290173572,17.863007329195014
Jansport,Polyester,Large,6.0,No,No,Tote,Blue,6.072303208405222,91.1692994136043
Jansport,Nylon,Medium,4.0,No,No,Tote,Black,14.675667987717263,55.04807858582034
Nike,,Large,2.0,Yes,No,,Green,14.869107178656284,71.67461965843636
Jansport,,Large,3.0,Yes,,Tote,Green,22.73949035328248,109.07078993512934
Adidas,Canvas,Small,,No,,Tote,,13.685025953044544,88.29903972495156
Under Armour,Polyester,Small,1.0,Yes,No,Backpack,Green,16.476897879205296,33.463393185321685
Under Armour,Polyester,Medium,4.0,Yes,No,Tote,Black,18.11193735841071,105.65161412289277
Under Armour,Canvas,Medium,3.0,Yes,Yes,Messenger,Red,10.938353280433146,22.404167846077648
Adidas,Canvas,Medium,7.0,No,No,Messenger,Pink,6.976313619407742,34.54712028218082
,Canvas,Small,3.0,No,No,Backpack,Gray,22.35270014435062,15.0
Adidas,Leather,Small,2.0,No,Yes,Backpack,Pink,22.13736926443845,105.93960698404445
Nike,Polyester,Large,6.0,,Yes,Backpack,Green,10.279424494167156,111.6048130055618
Under Armour,,Large,4.0,No,No,Backpack,Gray,7.656498048628876,94.63839810448034
Puma,Nylon,Medium,4.0,No,Yes,Backpack,Black,16.063932375030284,68.10077742464752
Puma,Leather,Small,6.0,No,No,Backpack,Pink,13.500911372174494,56.51191899367161
Under Armour,Leather,,,Yes,No,Tote,Red,24.235449638251808,84.81340071440046
Puma,Polyester,Large,4.0,No,,Messenger,Red,22.230300850740736,93.3499536239481
Puma,Leather,Medium,6.0,Yes,No,Backpack,Black,16.34535984057968,50.16906528875885
Nike,Polyester,Small,5.0,Yes,Yes,Messenger,Green,8.097117277338965,69.38966283978442
Under Armour,Nylon,Small,7.0,Yes,Yes,Messenger,Red,17.781883267536827,79.25297359411782
Under Armour,Nylon,Large,2.0,No,No,Messenger,Black,6.619704348435294,52.140512387217846
Jansport,Leather,Medium,3.0,No,Yes,Messenger,Blue,23.19608053143561,126.6546869129356
Jansport,Nylon,Medium,9.0,No,Yes,Tote,Black,7.811730043951602,58.178762980932746
Under Armour,Nylon,Small,8.0,Yes,Yes,Tote,Black,15.706123294317594,92.98228259129324
Nike,Canvas,Small,2.0,Yes,Yes,Messenger,Gray,19.44850001131457,94.45386359259084
Adidas,Nylon,Medium,3.0,Yes,No,Tote,Black,22.622369677915326,102.29642466681148
Jansport,Polyester,Small,8.0,Yes,No,Backpack,Gray,28.41121766067468,83.60089470217628
Adidas,Canvas,Large,4.0,Yes,Yes,Backpack,Black,22.128532825949726,24.37568614694722
Adidas,Polyester,Medium,8.0,No,Yes,Tote,Green,21.54488282956046,34.417674871127296
